,en,zh
20141,She is usually at home on Sundays.,周日她通常在家。
13361,I don't quite agree with you.,我不太同意你的看法。
8880,He refuses to believe us.,他拒绝相信我们。
19507,Cut the chit-chat and get to work.,别闲聊了，开始工作。
24533,We intended to let you in on the secret.,我们打算让你知道这个秘密。
7278,That rumor soon spread.,那个谣言很快传播开来。
13101,Allow me to introduce myself.,请允许我自我介绍一下。
15344,We watched them play baseball.,我们看着他们打棒球。
12480,It is a sheer waste of time.,这完全是浪费时间。
123,I'm full.,我吃饱了。
1405,It's your turn.,轮到您了。
25582,"If he studied hard, he would pass the test.",如果他努力学习，他会通过考试的。
16525,The cost of living has gone up.,生活费提高了。
12883,Tom seems a little confused.,汤姆看来有点困惑。
8944,How much is the late fee?,滞纳金是多少？
28818,"When she was in Los Angeles, she had at least six different jobs.","当她在洛杉矶的时候, 她至少有六份工作。"
12860,Tom is now living in Boston.,汤姆现在住在波士顿。
9577,Tom knew Mary would come.,汤姆知道玛丽会来。
14857,Let's go back to lesson three.,让我们回到第三课。
20678,He lives across the street from us.,他住在我们街对面。
26205,I'm sorry that I've kept you waiting so long.,让您等了很久，我很抱歉。
11238,I wish I earned more money.,我希望我赚更多的钱。
14518,I feel sad every now and then.,我不时地觉得难过。
9194,I'll give you this money.,我会给你这笔钱。
1768,I need a friend.,我需要个朋友。
14205,Did you hear your name called?,你听见有人叫你的名字吗？
29030,The importation of rare wild animals to this country is strictly prohibited.,该国严禁进口稀有野生动物。
28984,"In the U.S., most people can vote when they reach eighteen years of age.",在美国，大多数人能在十八岁以后投票。
2322,I have some pens.,我有几支圆珠笔。
1243,He is American.,他是美国人。
23138,I don't know whether it's good or not.,我不知道它是好是坏。
14825,It is rude to point at others.,指着别人是不礼貌的。
22169,There was hardly anyone in the room.,房间里几乎没有人。
19683,He works from nine to five-thirty.,他从早上九点工作到下午五点半。
19398,You can dig dirt from the ground.,你可以在地上挖土。
26650,You should pay more attention to what you say.,你应该更注意你说的话。
16746,"Walk two blocks, and turn left.",走过两个街区，然后左转。
900,Eat and drink.,吃吧，喝吧。
28458,I would really like to know why he did something like that.,我真的很想知道他为什么做了像那样的事。
4410,I often eat chicken.,我经常吃鸡。
2255,How is your wife?,你太太怎么样？
3769,Love doesn't exist.,爱不存在。
2806,God bless America.,上帝保佑美国。
2681,What's your name?,您叫什么名字？
21270,The couple is walking hand in hand.,这对夫妻手牵手走路。
24269,I waited for her for a really long time.,我真的等了她很长一段时间。
6974,I know you like sports.,我知道你喜欢体育运动。
19366,Who does this suitcase belong to?,这个手提箱是谁的?
18012,We can't stay in here very long.,我们不能在这里待很长时间。
12114,"Hold your horses, young man.",握住你的马，年轻人。
23371,The apples Tom sent me were delicious.,汤姆送我的苹果好好吃。
23426,There weren't any roses in the garden.,花园里没有任何玫瑰。
3960,Tom is serious now.,汤姆现在是认真的。
3314,What're you after?,你想要什么?
13408,I have to clean the bathroom.,我要清理厕所了。
21861,I found that restaurant by accident.,我偶然发现了那家餐馆。
23454,This rule does not apply in all cases.,这条规则不是任何情况下都奏效的。
19551,Eat your soup before it gets cold.,趁汤没凉之前喝下。
12781,This book is full of errors.,这本书充满了错误。
23677,He will be a good husband to my sister.,他会是我妹妹的好丈夫的。
9485,There is a spoon missing.,少了一把勺子。
28853,"First off, I'd like you to come with me to a department store sale.",首先，我要你跟我一起去百货公司的特价活动。
10646,Tom said that Mary snored.,汤姆说玛丽打鼾。
28671,"If they hadn't noticed, there wouldn't have been any problems.",要是他们没有发现，就没问题了。
9942,He is one of my neighbors.,他是我的一个邻居。
6700,Your hair's beautiful.,你的头发很漂亮。
25295,The top of Mt. Fuji was covered with snow.,富士山顶盖满了雪。
20037,"Luckily, we found an escape route.",幸运的是，我们找到了逃生通道。
21202,She's not prettier than her mother.,她没有比她妈妈更漂亮。
7581,You don't have to hide.,你不用藏着。
12461,I've never climbed Mt. Fuji.,我从来没有爬过富士山。
6077,I hope I see it again.,我希望再次见到它。
18094,Which group do you want to join?,你想加入哪一组？
18783,It seems obvious that he is sick.,似乎很明显他病了。
8459,Tom told me what to say.,汤姆告诉我该说什么。
7220,She had a little money.,她有一点钱。
16813,What do you need the money for?,你要这钱干嘛？
23597,Are you still living with your parents?,你依然和父母住一起吗？
14237,Don't interfere in my affairs.,不要插手我的事。
7952,I know that she is cute.,我知道她很可爱。
26884,You don't have to help us if you don't want to.,如果你们不想帮我们可以不用帮。
17896,They waited in line for the bus.,他们排队等公交车。
6062,I have a lot of sheep.,我有很多绵羊。
21920,I want my dinner brought to my room.,我想要我的晚餐送到房间里来。
7627,A good idea came to him.,他想到一个好主意。
15050,She went to the park with him.,她跟他去公园了。
10914,Do you know how to do this?,你知道怎么做吗？
19114,There is enough light to read by.,有足够的光线读书。
20395,We are against working on Sundays.,我们反对星期日工作。
25143,I don't think my life is very interesting.,我不认为我的人生很有趣。
10392,Please don't get me wrong.,千万别误会我的意思。
21120,Please speak as slowly as possible.,请尽量慢点说。
25577,I'm not saying that what she did was right.,我的意思不是她做得对。
27993,Please replace the empty ink cartridge in the printer.,请把打印机里面的空的墨粉鼓换掉。
13370,I don't want Tom to see this.,我不想让汤姆看见这个。
4241,Have you smelled it?,你闻吗?
27366,I am grateful to you for inviting me to the party.,谢谢你邀我参加派对。
3237,Tom is unbearable.,汤姆令人难以忍受。
26950,How long do you plan on staying in this country?,你打算在这个国家待多久？
25625,One who has everything can lose everything.,拥有一切的人可能会失去一切。
27430,Only one little boy survived the traffic accident.,这次交通事故中只有一个小男孩幸存了下来。
15019,She pulled him out of the mud.,她把他从烂泥中拽出来了。
25134,I didn't call on him because I had a cold.,我没有拜访他，因为我感冒了。
3162,The sun is rising.,太阳升起来了。
13935,Tom is looking for a new job.,汤姆在找新工作。
12475,Is this snake safe to touch?,摸这条蛇安全吗?
24919,This flower gives off a strong fragrance.,这朵花散发出强烈的香味。
10882,"Can you lend me 10,000 yen?",你能借给我10000日元？
8246,She studies mathematics.,她学习数学
21422,Those pictures were painted by him.,那些图画是他画的。
12332,I think that Tom lied to us.,我觉得汤姆对我们撒谎了。
9712,Who is playing the piano?,谁在弹钢琴？
6913,I can't speak Japanese.,我不说日语。
22720,She had just come home when I called.,我打电话的时候，她刚回到家。
6649,Why did you come here?,你为什么来这里？
18214,Are you guys free this afternoon?,你们今天下午有空吗？
10783,Why should I go to school?,为什么我应该去上学？
24774,"In addition to English, he speaks German.",除了英文，他还说德文。
11006,He read a book all morning.,他花了一上午的时间看书。
1077,She's my type.,她是我的菜。
16168,I'm afraid you can't marry her.,我怕你没法跟她结婚。
29134,"Tom tried to return the swimsuit for a larger size, but the clerk told him that wasn't allowed.",汤姆试过还回泳衣来换成更大一号的，但是员工告诉他那是不被允许的。
16430,She lived at 56 Russell Square.,她住在罗素广场56号。
3826,She's Tom's sister.,她是Tom的姐姐。
28956,"If it's at all possible, I'd like you to take part in the next meeting.","如果可能的话, 我希望你参加下一次的会议。"
5857,Do you need this book?,你需要这本书吗？
24741,I want you to stay here until I get back.,我想你待在这里直到我回来。
6061,I have a little money.,我有一些钱。
3207,Tom began talking.,汤姆开始说话。
11374,Maybe Tom was sleepwalking.,Tom也许在梦游。
17167,He is not qualified for the job.,他不胜任这份工作。
24236,I forgot to put a stamp on the envelope.,我忘记在信封上贴邮票了。
9072,I know he is watching me.,我知道他在看着我。
14587,I made up my mind to go there.,我决定去那里。
2150,Can you eat this?,这个能吃吗？
15902,I asked Tom to play the guitar.,我叫汤姆弹吉他。
23404,The shopping center is one mile ahead.,这个购物中心在前面一英里远的地方。
